,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Population_Within,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
108,1150131,LONGWOOD GARDENS,Chester,Surface water purchased,250,6,930,2.043010753,11.50537634,2.150537634,4.301075269,Private,54,Urban,0,5,0,1,0,1,0,1.265687600780347,-0.4645796777045858,-0.9594467537234291,-1.265687600780347
109,1150137,AQUA PA FRIENDSHIP,Chester,Surface water purchased,7675,27,14418,4.099042863,13.64960466,6.346233874,2.968511583,Private,1377,Urban,0,0,0,1,0,0,0,0.9905144327688835,-0.45395137309428196,-0.9039073519849791,-0.9905144327688835
110,1150144,MARTINS COMMUNITY LP MHP,Chester,Ground water,180,4,5,0.0,20.0,0.0,0.0,Private,67,Rural,0,8,1,0,0,1,1,0.8889750121478256,-0.4486519909482009,-0.8791956719342574,-0.8889750121478256
111,1150145,SHADY GROVE MOBILE HOME PARK,Chester,Ground water,129,6,1,0.0,0.0,0.0,0.0,Private,44,Rural,0,7,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
112,1150150,CALN MOBILE HOME PARK,Chester,Ground water,30,3,4,0.0,25.0,25.0,0.0,Private,18,Urban,1,10,0,1,0,1,1,0.6700112616701831,0.21321850148668384,0.1889271850302799,0.3299887383298169
113,1150155,AQUA PA BEVERSREDE,Chester,Surface water purchased,2300,8,6783,2.344095533,20.41869379,7.474568775,5.218929677,Private,359,Rural,0,0,1,0,0,0,0,1.5244469665540445,-0.4714529471999217,-1.001028237433239,-1.5244469665540445
114,1150157,WARWICK WATER WORKS,Chester,Ground water,98,6,13,0.0,0.0,0.0,0.0,Private,42,Rural,1,4,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
115,1150164,WOODBROOKE WATER AUTHORITY,Chester,Ground water,87,3,50,4.0,12.0,8.0,2.0,Private,34,Urban,0,45,0,1,0,1,1,0.5515646390916014,-0.4204753434767742,-0.7694779360255956,-0.5515646390916014
116,1150165,LONDON GROVE TWP MUN AUTH,Chester,Surface water purchased,3706,6,9352,1.336612489,37.7673225,3.528656972,31.78999145,Local government,938,Rural,0,11,1,0,1,0,0,1.8668343407250738,-0.4778857966885746,-1.0456547883836482,-1.8668343407250738
117,1150166,PA AMERICAN ROYERSFORD,Montgomery,Surface water,48511,20,40269,2.649680896,13.27572078,3.3276217439999995,2.935260374,Private,11708,Urban,1,2,0,1,0,0,0,1.008149700531184,-0.003676356841880843,-0.0036852850486613128,-0.008149700531183912
118,1150168,CAMPHILL VILLAGE KIMBERTON HLS,Chester,Ground water,100,3,20,0.0,15.0,0.0,5.0,Private,11,Rural,1,19,1,0,0,1,1,0.8439597325179755,0.08245513923521869,0.07835803669671108,0.1560402674820245
119,1150177,NOTTINGHAM MANOR M H  COURT,Chester,Ground water,513,23,32,3.125,12.5,3.125,6.25,Private,192,Urban,0,177,0,1,0,1,1,0.5616929725213929,-0.42169579868391033,-0.7736596340129483,-0.5616929725213929
120,1150183,INDEPENDENCE PARK,Chester,Ground water,91,3,11,0.0,9.090909091,9.090909091,9.090909091,Private,35,Rural,0,38,1,0,0,1,1,0.79368953940363,-0.4426755932416026,-0.8531940402796703,-0.79368953940363
121,1150185,VALLEY SPRINGS WATER CO,Chester,Surface water purchased,2500,7,1091,4.124656279,36.38863428,19.98166819,7.057745187999999,Private,392,Urban,7,67,0,1,0,0,0,1.2540927096012635,2.126900079353327,1.1458045329520685,5.745907290398737
122,1150186,COATESVILLE VETERANS ADM HOSP,Chester,Surface water purchased,2000,4,255,4.705882353,36.07843137,22.35294118,5.490196077999999,Federal government,25,Urban,0,28,0,1,1,1,0,1.5821423509293469,-0.47271130553323976,-1.0092648525831083,-1.5821423509293469
123,1150189,PERRY PHILLIPS MOBILE HOMES,Chester,Ground water,60,4,2,0.0,0.0,0.0,0.0,Private,21,Rural,0,27,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
124,1150190,RIVEREDGE RENTALS,Chester,Ground water,80,3,552,3.4420289860000004,8.152173913,4.347826087,1.992753623,Private,66,Urban,0,132,0,1,0,1,1,0.5343541853887893,-0.4183215137710736,-0.7621970319468214,-0.5343541853887893
125,1150191,ELVERSON WATER COMPANY,Chester,Ground water,1641,9,579,2.417962003,4.14507772,0.17271157199999998,1.7271157169999998,Private,423,Rural,0,83,1,0,0,0,1,0.5739158211439491,-0.4231246797322803,-0.7786087281809394,-0.5739158211439491
126,1150195,AQUA PA HONEYBROOK,Chester,Ground water,1600,8,1043,3.547459252,4.026845638,0.7670182170000001,1.534036433,Private,416,Rural,0,0,1,0,0,0,1,0.5636722514980911,-0.4219303897530623,-0.7744681848776266,-0.5636722514980911
127,1150197,VALLEY CROSSING,Chester,Surface water purchased,900,2,3796,4.557428873,40.72708114,22.94520548,8.825079031,Local government,302,Urban,0,21,0,1,1,0,0,1.313130186657344,-0.46601747327539833,-0.9677149064642339,-1.313130186657344
128,1150200,RIDGEVIEW MHP,Chester,Ground water,55,5,2,0.0,0.0,0.0,0.0,Private,21,Rural,1,35,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
129,1150202,COCHRANVILLE MHP,Chester,Ground water,99,6,1,0.0,0.0,0.0,0.0,Private,33,Rural,1,10,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
130,1150204,STONE BARN RENTALS,Chester,Ground water,120,5,7,0.0,14.28571429,0.0,0.0,Private,36,Rural,0,30,1,0,0,1,1,0.8377178133130093,-0.44557602081288034,-0.8655861199706824,-0.8377178133130093
131,1150205,AQUA PA WILLOWDALE,Chester,Surface water purchased,1300,7,1465,2.252559727,13.10580205,1.9795221840000001,4.641638225,Local government,779,Urban,0,2,0,1,1,0,0,1.0197861632313667,-0.45531290219625026,-0.9105426134550982,-1.0197861632313667
132,1150206,PA AMERICAN PHOENIXVILLE,Chester,Surface water purchased,2221,6,1674,2.56869773,10.21505376,1.8518518519999998,5.973715651,Private,897,Urban,0,0,0,1,0,0,0,0.9777617294039908,-0.4533367290451544,-0.9009522651678173,-0.9777617294039908
133,1150208,LAKE ROAD MOBILE HOME PARK,Chester,Ground water,40,3,11,0.0,36.36363636,0.0,36.36363636,Private,10,Urban,0,74,0,1,0,1,1,0.7540022128192292,-0.43982688913382256,-0.8414059433838983,-0.7540022128192292
134,1150209,WETHERILL ESTATES,Chester,Ground water,250,3,76,1.315789474,13.15789474,1.315789474,5.263157895,Private,75,Rural,0,6,1,0,0,1,1,0.8119276853330303,-0.4439082736408478,-0.8584107500537438,-0.8119276853330303
135,1150210,ST STEPHENS GREEN,Chester,Ground water,130,4,22,0.0,13.63636364,0.0,4.545454545,Local government,34,Urban,0,22,0,1,1,1,1,0.5997638078858284,-0.42599797077769563,-0.7887416671921096,-0.5997638078858284
136,1150213,NOTTINGHAM TOWERS APARTMENTS,Chester,Ground water,180,4,4,0.0,25.0,0.0,25.0,Private,55,Rural,1,34,1,0,0,1,1,0.936391325052223,0.030652979295421913,0.030055455619511638,0.063608674947777
137,1150214,PHILLIPS MUSHROOM FARMS,Chester,Ground water,175,6,17,0.0,23.52941176,0.0,17.64705882,Private,6,Urban,0,95,0,1,0,1,1,0.6598489136035258,-0.4319906959942425,-0.8107157697826147,-0.6598489136035258
138,1150215,RIDGLEA,Chester,Ground water,900,4,111,4.504504505,4.504504505,2.702702703,1.801801802,Private,303,Urban,0,50,0,1,0,0,1,0.39960613403752765,-0.3969765770017598,-0.6958693436011423,-0.39960613403752765
139,1150216,SPRING RUN ESTATES WTP,Chester,Ground water,450,5,32,3.125,9.375,3.125,3.125,Private,238,Urban,0,9,0,1,0,0,1,0.42905846050855256,-0.40246142358914455,-0.7120115909790863,-0.42905846050855256
140,1150220,NORTH COVENTRY WATER SYSTEM,Chester,Surface water purchased,2907,2,1968,3.2012195119999998,10.72154472,2.896341463,2.5406504069999998,Local government,752,Urban,0,3,0,1,1,0,0,0.980904086542103,-0.45348943222431537,-0.9016841379109602,-0.980904086542103
141,1150223,CAMP HILL SOLTANE,Chester,Ground water,152,5,4,0.0,0.0,0.0,0.0,Public/Private,20,Rural,0,13,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
142,1150224,DOE RUN MOBILE HOME PARK,Chester,Ground water,29,3,1,0.0,0.0,0.0,0.0,Private,16,Rural,0,59,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
143,1150226,CAMPHILL SPEC SCH BEAVER FARM,Chester,Ground water,45,3,3,0.0,0.0,0.0,0.0,Public/Private,4,Rural,0,63,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
144,1150834,WESTTOWN SCHOOL,Chester,Surface water purchased,900,8,18,0.0,11.11111111,0.0,5.555555556,Private,28,Urban,2,47,0,1,0,1,0,1.2993590344926422,0.25106621163668674,0.21865518288974609,0.7006409655073578
145,1230004,CHESTER WATER AUTHORITY,Delaware,Surface water,138453,4,107295,5.333892539,37.95330631,27.72263386,6.217437905,Local government,36677,Urban,0,0,0,1,1,0,0,1.2611831739438435,-0.46443826541721833,-0.9586446400235841,-1.2611831739438435
146,1230006,BRINTON MANOR,Delaware,Ground water,196,5,5,0.0,20.0,20.0,0.0,Private,1,Urban,3,10,0,1,0,1,1,0.6360837115286313,1.5970178168907523,0.9415601761346699,2.3639162884713687
147,1230012,SUEZ WATER PA BETHEL,Delaware,Surface water purchased,7809,7,6895,1.914430747,11.99419869,3.176214648,0.6236403189999999,Private,2408,Urban,0,1,0,1,0,0,0,1.0057380258949946,-0.45466784095880797,-0.9073834104711569,-1.0057380258949946
148,1230026,SOUTHPOINT HOMEOWNERS ASSOC,Delaware,Ground water,40,5,5,0.0,20.0,0.0,0.0,Private,21,Rural,0,0,1,0,0,1,1,0.8889750121478256,-0.4486519909482009,-0.8791956719342574,-0.8889750121478256
149,1230886,PATHWAYS,Delaware,Ground water,53,6,1,0.0,0.0,0.0,0.0,Private,2,Urban,1,25,0,1,0,1,1,0.5167053555072212,0.3891022616285223,0.3184826581381152,0.4832946444927788
150,1230908,JOSEPH SILVESTRI AND SON INC,Delaware,Ground water,85,5,51,1.960784314,13.7254902,1.960784314,0.0,Private,3,Urban,2,68,0,1,0,1,1,0.5788182670583635,1.0402799840781913,0.6928611099362884,1.4211817329416365
151,1460005,WINDHAVEN MHP,Montgomery,Ground water,112,7,32,3.125,9.375,3.125,3.125,Private,79,Urban,0,101,0,1,0,1,1,0.5437435244592416,-0.41950935680640694,-0.7661970997699026,-0.5437435244592416
152,1460006,PLEASANT RUN MHP,Montgomery,Ground water,45,3,2,0.0,0.0,0.0,0.0,Private,19,Rural,0,44,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
153,1460007,AQUA PA SUPERIOR IVY RIDGE,Montgomery,Ground water,150,4,27,3.7037037039999996,3.7037037039999996,3.7037037039999996,0.0,Private,45,Urban,0,39,0,1,0,1,1,0.5082323915530148,-0.4148447802100117,-0.7506981935017283,-0.5082323915530148
154,1460008,PARKHOUSE,Montgomery,Ground water,1200,9,15,0.0,6.666666667,0.0,0.0,Public/Private,7,Urban,0,27,0,1,0,1,1,0.5537750693188358,-0.4207445934036866,-0.7703969358125079,-0.5537750693188358
155,1460020,AMBLER BORO WATER DEPT,Montgomery,Surface water,20000,33,14381,3.560253112,22.5923093,11.16055907,4.568527919,Local government,6609,Urban,0,33,0,1,1,0,0,1.103797519459209,-0.45887671710955735,-0.9285314207418429,-1.103797519459209
156,1460022,COLLEGEVILLE TRAPPE JOINT PWD,Montgomery,Ground water,8470,30,8673,3.5051308660000005,19.49729044,6.007148622000001,4.704254583,Local government,2807,Urban,1,5,0,1,1,0,1,0.4774633396528477,0.44913289316761945,0.3588421078080029,0.5225366603471523
157,1460023,E GREENVILLE BORO WATER DEPT,Montgomery,Surface water,3100,8,2878,2.6059763719999998,7.852675468999999,1.598332175,3.7526059760000003,Local government,1068,Urban,0,7,0,1,1,0,0,0.9605465613650487,-0.4524852623984079,-0.8968987328940864,-0.9605465613650487
158,1460027,GREEN HILL MHP,Montgomery,Ground water,323,5,12,0.0,0.0,0.0,0.0,Private,152,Urban,0,4,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
159,1460028,AQUA PA HATBORO,Montgomery,Surface water purchased,12901,31,13315,3.552384529,15.98948554,3.9879834769999998,7.059707097,Private,4406,Urban,0,2,0,1,0,0,0,1.0231733875302156,-0.45546618899481256,-0.9112975326747959,-1.0231733875302156
160,1460030,OAK GROVE PARK MHP,Montgomery,Ground water,130,6,132,3.03030303,38.63636364,4.545454545,9.848484848,Private,130,Urban,0,1,0,1,0,1,1,0.7380371075698403,-0.4386114501310623,-0.8364847561168008,-0.7380371075698403
161,1460033,HORSHAM WATER&SEWER AUTHORITY,Montgomery,Surface water purchased,25000,53,24391,2.464023615,14.99733508,3.837481038,2.062236071,Local government,7600,Urban,0,0,0,1,1,0,0,1.03676956055736,-0.45607291240235776,-0.9143016295003678,-1.03676956055736
162,1460034,NORTH PENN WATER AUTHORITY,Montgomery,Surface water purchased,82822,154,118358,3.079639737,19.28978185,4.48976833,4.274320283,Local government,29779,Urban,0,0,0,1,1,0,0,1.0741979452723576,-0.4576753887313977,-0.9223627459019828,-1.0741979452723576
163,1460036,UPPER HANOVER WATER AUTHORITY,Montgomery,Ground water,4600,18,3684,4.017372421,5.8903365910000005,1.357220413,2.6872964169999998,Local government,2131,Rural,3,20,1,0,1,0,1,0.5749026078206043,1.7853343688054144,1.016025275970403,2.4250973921793957
164,1460037,POTTSTOWN BOROUGH WATER AUTH,Montgomery,Surface water,36000,3,28193,7.235838683,27.54229773,15.01791225,7.3067782779999995,Local government,12000,Urban,0,3,0,1,1,0,0,1.1003108793216922,-0.458738085095115,-0.9278138963895906,-1.1003108793216922
165,1460038,SHANERS MOBILE HOME PARK,Montgomery,Ground water,220,5,35,2.857142857,8.571428571,2.857142857,2.857142857,Private,120,Urban,0,4,0,1,0,1,1,0.5413715500869659,-0.41921222179774803,-0.7651929816038909,-0.5413715500869659
166,1460039,RED HILL WATER AUTHORITY,Montgomery,Ground water,2500,13,2572,4.043545879,6.648522551,1.283048212,2.643856921,Local government,1300,Urban,3,19,0,1,1,0,1,0.41445009321881626,2.494218772709885,1.2667320139255018,2.585549906781184
167,1460042,SCHWENKSVILLE BOROUGH AUTH,Montgomery,Ground water,5200,19,1568,4.846938776,9.43877551,1.084183673,6.887755102000001,Local government,1780,Urban,1,26,0,1,1,0,1,0.4215824005313666,0.5503442374533984,0.42327672734035465,0.5784175994686334
168,1460046,PA AMERICAN NORRISTOWN,Montgomery,Surface water,101153,9,100445,5.023644781000001,38.06162577,17.84956942,10.74518393,Private,31670,Urban,0,0,0,1,0,0,0,1.2591579919413471,-0.464374399366156,-0.9582830175888161,-1.2591579919413471
169,1460048,NORTH WALES WATER AUTHORITY,Montgomery,Surface water,72496,58,73796,3.416174318,21.47948398,4.193994254,2.443221855,Local government,21419,Urban,0,4,0,1,1,0,0,1.0934432504152793,-0.4584628089917348,-0.9263935603411023,-1.0934432504152793
170,1460050,TELFORD BOROUGH AUTHORITY,Montgomery,Surface water purchased,7700,27,8325,3.447447447,18.41441441,5.333333333,6.498498499,Local government,2979,Urban,0,0,0,1,1,0,0,1.0586686945906152,-0.4570222306072317,-0.9190544945216154,-1.0586686945906152
171,1460055,AUDUBON WATER COMPANY,Montgomery,Surface water purchased,9850,47,7535,2.932979429,25.21566025,4.817518248,1.592568016,Private,2759,Urban,2,41,0,1,0,0,0,1.1365506342569838,0.3495756489509731,0.29139133864636424,0.8634493657430162
172,1460056,ST GABRIELS HALL,Montgomery,Ground water,400,4,14,7.142857143,35.71428571,7.142857143,0.0,Public/Private,4,Urban,0,12,0,1,0,1,1,0.6735248702471724,-0.43323643820850877,-0.8154377322548991,-0.6735248702471724
173,1460059,S C I GRATERFORD,Montgomery,Surface water purchased,3000,24,3157,97.59265125,70.92176117,56.76274945,12.005068099999999,State government,13,Urban,0,7,0,1,1,1,0,0.5717113245211021,-0.4228704256492603,-0.7777238161860663,-0.5717113245211021
174,1460062,AVANTE APARTMENTS,Montgomery,Ground water,315,4,21,0.0,4.7619047619999995,4.7619047619999995,0.0,Private,105,Urban,0,38,0,1,0,1,1,0.5429203649454741,-0.41940646307227064,-0.7658491201844411,-0.5429203649454741
175,1460064,YERKES WATER ASSOCIATION,Montgomery,Ground water,165,6,55,1.8181818180000002,20.0,1.8181818180000002,1.8181818180000002,Private,59,Urban,1,13,0,1,0,1,1,0.6191312983063725,0.26330867449837564,0.2277621673462925,0.3808687016936275
176,1460068,AQUA PA PERKIOMEN WOODS,Montgomery,Ground water,1100,3,92,2.173913043,18.47826087,1.086956522,4.347826087,Private,462,Urban,0,0,0,1,0,0,1,0.47834513944917795,-0.41052477922839203,-0.7368195021380084,-0.47834513944917795
177,1460069,AQUA PA PERKIOMEN TOWNSHIP,Montgomery,Ground water,3600,19,6567,2.070960865,17.66407797,5.588548805,3.578498553,Private,1406,Urban,0,0,0,1,0,0,1,0.47504065520085725,-0.4100226421532764,-0.7352341679798192,-0.47504065520085725
178,1460070,COLLEGEVILLE PARK WATER ASSOC,Montgomery,Ground water,75,4,10,0.0,20.0,0.0,0.0,Private,20,Rural,0,1,1,0,0,1,1,0.8889750121478256,-0.4486519909482009,-0.8791956719342574,-0.8889750121478256
179,1460071,SPRUCE COURT APARTMENTS,Montgomery,Ground water,100,11,204,9.803921569,9.31372549,2.9411764710000003,3.4313725489999998,Private,72,Urban,0,1,0,1,0,1,1,0.49206548310840115,-0.412556215346851,-0.7432914492428228,-0.49206548310840115
180,1460073,AQUA PA MAIN SYSTEM,Montgomery,Surface water,747460,109,874202,3.908593208,25.12050991,13.27027392,3.296949675,Private,337907,Urban,1,52,0,1,0,0,0,1.119088250027668,-0.04889532587628858,-0.050561336174750386,-0.11908825002766799
181,1460075,FREDERICK LIVING,Montgomery,Ground water,640,6,6,0.0,0.0,0.0,0.0,Private,10,Urban,0,11,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
182,1460077,VILLAGE OF NESHAMINY FALLS,Montgomery,Surface water purchased,1300,4,443,4.514672686,29.57110609,5.643340857999999,2.708803612,Private,766,Urban,0,10,0,1,0,0,0,1.1615603171587283,-0.4610689091744805,-0.9400825320812599,-1.1615603171587283
183,1460085,AQUA PA SUPERIOR MAIN SYSTEM,Montgomery,Ground water,7500,21,17897,1.866234564,7.928703135,2.486450243,2.687601274,Private,3400,Urban,0,16,0,1,0,0,1,0.4306361546921127,-0.4027400289236826,-0.7128466489843076,-0.4306361546921127
184,1460086,SAINT LUKE KNOLLS,Montgomery,Ground water,50,3,8,0.0,0.0,0.0,0.0,Private,40,Urban,0,3,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
185,1460087,PERKIOMEN CROSSING,Montgomery,Ground water,508,4,29,3.448275862,3.448275862,3.448275862,0.0,Local government,330,Urban,1,5,0,1,1,0,1,0.4044535009725245,0.5859232450247855,0.4449602575940738,0.5955464990274755
186,1460092,AQUA PA SUPERIOR CENTER POINT,Montgomery,Surface water purchased,500,4,117,2.564102564,22.22222222,4.2735042739999995,5.128205128,Private,177,Urban,0,48,0,1,0,1,0,1.4038976728159196,-0.46852914993345945,-0.9826806355603893,-1.4038976728159196
187,1510001,PHILADELPHIA WATER DEPARTMENT,Philadelphia,Surface water,1600000,9,1547528,8.892957026,64.23366815,41.49113942,13.39497573,Local government,475190,Urban,0,7,0,1,1,0,0,1.571925768856734,-0.4724944916239139,-1.007830147438203,-1.571925768856734
188,2080002,DEMORGAN ACRES MHP,Bradford,Ground water,90,5,1,0.0,0.0,0.0,0.0,Private,38,Rural,1,89,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
189,2080003,CANTON BOROUGH AUTHORITY,Bradford,Ground water,2050,6,154,4.545454545,1.298701299,0.0,0.0,Local government,818,Rural,0,53,1,0,1,0,1,0.5438288832386067,-0.4195200130302787,-0.7662331546142916,-0.5438288832386067
190,2080004,KERRYVIEW MHP,Bradford,Ground water,80,3,1,0.0,0.0,0.0,0.0,Private,29,Rural,0,109,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
191,2080007,LERAYSVILLE WATER COMPANY,Bradford,Ground water,360,5,30,3.333333333,3.333333333,0.0,0.0,Local government,111,Rural,0,64,1,0,1,1,1,0.7167114667745796,-0.4369203392898233,-0.829740081628684,-0.7167114667745796
192,2080009,VILLAGE AT WHISPERING PINES,Bradford,Ground water,93,3,1,0.0,0.0,0.0,0.0,Private,49,Rural,0,38,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
193,2080010,NEW ALBANY WATER FUND,Bradford,Ground water,336,8,7,0.0,0.0,0.0,0.0,Local government,148,Rural,0,17,1,0,1,1,1,0.7274563056956893,-0.4377823431139068,-0.8331633864475398,-0.7274563056956893
194,2080013,AMERICAN MODERN HOMES,Bradford,Ground water,100,3,1,0.0,0.0,0.0,0.0,Private,58,Rural,2,39,1,0,0,1,1,0.722134746360665,0.7739339265213672,0.5550010267384162,1.2778652536393351
195,2080015,WOODSIDE TERRACE MHP,Bradford,Ground water,84,4,1,0.0,0.0,0.0,0.0,Private,50,Rural,1,7,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
196,2080019,TOWN AND COUNTRY ESTATES,Bradford,Ground water,200,4,3,0.0,0.0,0.0,0.0,Private,94,Rural,0,29,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
197,2080020,TROY WATER DEPTARTMENT,Bradford,Ground water,1362,7,39,2.564102564,5.128205128,0.0,0.0,Local government,618,Rural,2,13,1,0,1,0,1,0.5828158178373954,1.0313361144399575,0.6884855326949844,1.4171841821626046
198,2080027,JACKSON MHP,Bradford,Ground water,300,4,1,0.0,0.0,0.0,0.0,Private,90,Rural,0,56,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
199,2080028,AQUA PA SUSQUEHANNA DIVISION,Bradford,Ground water,15569,8,8357,5.69582386,2.835945914,0.646164892,1.244465717,Private,4301,Urban,5,28,0,1,0,0,1,0.3858461823920259,4.7142229704465946,1.885675114289703,4.614153817607974
